sentence,response,response_round,type,lexicalization,condition
"Или я, или Гена раскроют это подлое преступление.",3.0,3.0,stimul,23.0,"3pl, or_or"
Эта дюжина тем снялись с обсуждения.,1.5,2.0,stimul,7.0,"singular premodifier, plural verb"
С кредитными долгами рассчитаются мы все.,2.571428571428572,3.0,stimul,23.0,"we, nom, 3pl"
"Четыре подушки лежали на большой кровати, находящейся в спальне.",5.384615384615385,5.0,stimul,11.0,"plural verb, SV, feminine noun"
"Каждая, на кого полагался иностранным студент, изучает китайский язык.",2.3877551020408165,2.0,filler,37.0,bad
В социальных опросах поучаствует они семеро.,2.2222222222222223,2.0,stimul,48.0,"they, nom, 3sg"
В перспективные акции вложится мы трое.,2.25,2.0,stimul,44.0,"we, nom, 3sg"
Провод и ремень спутывается в примитивном механизме.,3.7142857142857135,4.0,stimul,29.0,"symmetric, singular verb, SV"
"Две ручки лежало в маленьком пенале, валявшемся в портфеле.",4.428571428571429,4.0,stimul,19.0,"singular verb, SV, feminine noun"
Моя куча песен играли на вечеринке.,1.5454545454545454,2.0,stimul,9.0,"singular premodifier, plural verb"
В карнавальные костюмы переоденемся семеро из нас.,3.0,3.0,stimul,6.0,"we, elect, 1pl"
Мы семеро запишется в спортивные секции.,3.0,3.0,stimul,12.0,"we, nom, 3sg"
Я или Ваня отправлю это заказное письмо.,2.1,2.0,stimul,18.0,"1sg, or"
"В фруктовой вазе, стоявшей посреди стола, лежали четыре груши.",6.230769230769231,6.0,stimul,2.0,"plural verb, VS, feminine noun"
Мы пятеро перезвонят по незнакомым номерам.,1.7,2.0,stimul,22.0,"we, nom, 3pl"
Шестеро из них приберутся в старых кладовках.,4.666666666666667,5.0,stimul,47.0,"they, elect, 3pl"
Василий использовал два длинных и три коротких шланга для полива огорода.,6.142857142857143,6.0,stimul,1.0,"same, singular, numeral_yes"
Перед спектаклем Петя вымыл ступени черной и парадной лестницы.,5.333333333333333,5.0,stimul,15.0,"singular, and"
Пятеро писателей выпустят сборником рассказов.,2.083333333333333,2.0,filler,,bad
В столичные вузы поступит мы семеро.,2.0,2.0,stimul,17.0,"we, nom, 3sg"
Все из нас отметятся на проходной завода.,3.333333333333333,3.0,stimul,38.0,"we, elect, 3pl"
"И Юра, и я устроят детский праздник.",3.3,3.0,stimul,26.0,"3pl, and_and"
"Все, кто заплывут за буйки, заплатят штраф.",4.8,5.0,stimul,31.0,"no head noun, plural verb"
"Каждую, кто трудился на производстве чугуна, ждёт большая пенсия.",4.5,4.0,stimul,20.0,"no head noun, feminine head, masculine verb"
Денис и Илья окажем неоценимую помощь.,2.9240506329113924,3.0,filler,33.0,bad
"Или я, или Максим приобретут этот старинный дом.",3.7,4.0,stimul,22.0,"3pl, or_or"
Они все справятся с заменой лампочек.,5.0,5.0,stimul,11.0,"they, oni, 3pl"
"Четыре открытки лежало в старой сумке, висевшей в гардеробе.",5.454545454545454,5.0,stimul,14.0,"singular verb, SV, feminine noun"
Мы четверо разберемся со сломанными телефонами.,2.888888888888889,3.0,stimul,9.0,"we, nom, 1pl"
"Или Гоша, или я начну этот непростой разговор.",4.2,4.0,stimul,28.0,"1sg, or_or"
Коллега будет руководить бухгалтерским или финансовым отделами.,4.941176470588236,5.0,stimul,11.0,"plural, or"
Ты и я сдаёшь коробки в макулатуру.,2.5454545454545454,3.0,stimul,19.0,"you_I, 2sg"
"Или Стёпа, или я исполним эту оперную арию.",4.4,4.0,stimul,4.0,"1pl, or_or"
"На узкую тропу, проходящую через равнину, упало три дуба.",5.714285714285714,6.0,stimul,15.0,"singular verb, VS, non-feminine noun"
Соперники опасались этих десятка игроков.,2.75,3.0,desyatok,16.0,"gen, animated"
На предложения конкурентов согласимся трое из нас.,2.6666666666666665,3.0,stimul,14.0,"we, elect, 1pl"
Карьера и образование связывается в последнем докладе.,3.3,3.0,stimul,8.0,"symmetric, singular verb, SV"
"В летней беседке, примыкавшей к забору, стояли три табуретки.",6.307692307692308,6.0,stimul,30.0,"plural verb, VS, feminine noun"
Я и Паша посетим исторический музей.,6.1,6.0,stimul,11.0,"1pl, and"
Мы трое опубликуются в научных журналах.,1.3333333333333333,1.0,stimul,2.0,"we, nom, 3pl"
Я и ты строишь крепость из снега.,2.0,2.0,stimul,30.0,"I_you, 2sg"
Билет на самолёт беру я и ты.,3.2857142857142856,3.0,stimul,14.0,"I_you, 1sg"
"Во время звонка Эля сломала и старый, и новый телефон.",4.727272727272728,5.0,stimul,9.0,"singular, and…and"
В школьном дневнике первоклассник указывает день и месяц.,6.056603773584905,6.0,filler,501.0,good
Я и ты планирую поездку на дачу.,2.5,2.0,stimul,16.0,"I_you, 1sg"
Морской офицеру и инженеру склонились над чертежом.,1.887323943661972,2.0,filler,46.0,bad
Электронные и механические весы различались в показаниях.,5.942857142857143,6.0,stimul,32.0,"plural, gap"
За поломанные инструменты ответят они все.,5.0,5.0,stimul,35.0,"they, oni, 3pl"
В разные аэропорты прилетят все из них.,4.333333333333333,4.0,stimul,8.0,"they, elect, 3pl"
Физик будет изучать цифровой и аналоговый сигналы.,6.076923076923077,6.0,stimul,1.0,"plural, and"
Ты и я проводим вечер у соседей.,4.333333333333333,4.0,stimul,6.0,"you_I, 1pl"
Мы семеро отдохнём на южных курортах.,5.5,6.0,stimul,24.0,"we, nom, 1pl"
Почетный караулу и оркестру выстроились на причале.,2.197183098591549,2.0,filler,66.0,bad
Федор приготовил холодный и горячий соус для праздничного ужина.,6.111111111111111,6.0,stimul,23.0,"same, singular, numeral_no"
Дом и изгородь обваливается в правом углу.,4.222222222222222,4.0,stimul,14.0,"nonsymmetric, singular verb, SV"
Ты и я ищут ключи от квартиры.,2.3846153846153846,2.0,stimul,12.0,"you_I, 3pl"
В соседние страны переедет мы трое.,1.75,2.0,stimul,32.0,"we, nom, 3sg"
Переезд за границу намечаем я и ты.,5.0,5.0,stimul,26.0,"I_you, 1pl"
